,lat,lng,dir,city,label,filename
0,42.29923127,-71.07993968,0,boston,Dorchester,"boston/42.29923127,-71.07993968_0.png"
1,42.29923127,-71.07993968,1,boston,Dorchester,"boston/42.29923127,-71.07993968_1.png"
2,42.29923127,-71.07993968,2,boston,Dorchester,"boston/42.29923127,-71.07993968_2.png"
3,42.29923127,-71.07993968,3,boston,Dorchester,"boston/42.29923127,-71.07993968_3.png"
4,42.29999973,-71.08272406,0,boston,Dorchester,"boston/42.29999973,-71.08272406_0.png"
5,42.29999973,-71.08272406,1,boston,Dorchester,"boston/42.29999973,-71.08272406_1.png"
6,42.29999973,-71.08272406,2,boston,Dorchester,"boston/42.29999973,-71.08272406_2.png"
7,42.29999973,-71.08272406,3,boston,Dorchester,"boston/42.29999973,-71.08272406_3.png"
8,42.3000871,-71.07388708,0,boston,Dorchester,"boston/42.3000871,-71.07388708_0.png"
9,42.3000871,-71.07388708,1,boston,Dorchester,"boston/42.3000871,-71.07388708_1.png"
10,42.3000871,-71.07388708,2,boston,Dorchester,"boston/42.3000871,-71.07388708_2.png"
11,42.3000871,-71.07388708,3,boston,Dorchester,"boston/42.3000871,-71.07388708_3.png"
12,42.30013504,-71.09966986,0,boston,Roxbury,"boston/42.30013504,-71.09966986_0.png"
13,42.30013504,-71.09966986,1,boston,Roxbury,"boston/42.30013504,-71.09966986_1.png"
14,42.30013504,-71.09966986,2,boston,Roxbury,"boston/42.30013504,-71.09966986_2.png"
15,42.30013504,-71.09966986,3,boston,Roxbury,"boston/42.30013504,-71.09966986_3.png"
16,42.30014764,-71.10077089,0,boston,Roxbury,"boston/42.30014764,-71.10077089_0.png"
17,42.30014764,-71.10077089,1,boston,Roxbury,"boston/42.30014764,-71.10077089_1.png"
18,42.30014764,-71.10077089,2,boston,Roxbury,"boston/42.30014764,-71.10077089_2.png"
19,42.30014764,-71.10077089,3,boston,Roxbury,"boston/42.30014764,-71.10077089_3.png"
20,42.30018118,-71.09856771,0,boston,Roxbury,"boston/42.30018118,-71.09856771_0.png"
21,42.30018118,-71.09856771,1,boston,Roxbury,"boston/42.30018118,-71.09856771_1.png"
22,42.30018118,-71.09856771,2,boston,Roxbury,"boston/42.30018118,-71.09856771_2.png"
23,42.30018118,-71.09856771,3,boston,Roxbury,"boston/42.30018118,-71.09856771_3.png"
24,42.30024919,-71.10087361,0,boston,Roxbury,"boston/42.30024919,-71.10087361_0.png"
25,42.30024919,-71.10087361,1,boston,Roxbury,"boston/42.30024919,-71.10087361_1.png"
26,42.30024919,-71.10087361,2,boston,Roxbury,"boston/42.30024919,-71.10087361_2.png"
27,42.30024919,-71.10087361,3,boston,Roxbury,"boston/42.30024919,-71.10087361_3.png"
28,42.30038465,-71.08283702,0,boston,Dorchester,"boston/42.30038465,-71.08283702_0.png"
29,42.30038465,-71.08283702,1,boston,Dorchester,"boston/42.30038465,-71.08283702_1.png"
30,42.30038465,-71.08283702,2,boston,Dorchester,"boston/42.30038465,-71.08283702_2.png"
31,42.30038465,-71.08283702,3,boston,Dorchester,"boston/42.30038465,-71.08283702_3.png"
32,42.30051556,-71.08476321,0,boston,Dorchester,"boston/42.30051556,-71.08476321_0.png"
33,42.30051556,-71.08476321,1,boston,Dorchester,"boston/42.30051556,-71.08476321_1.png"
34,42.30051556,-71.08476321,2,boston,Dorchester,"boston/42.30051556,-71.08476321_2.png"
35,42.30051556,-71.08476321,3,boston,Dorchester,"boston/42.30051556,-71.08476321_3.png"
36,42.30086437,-71.0722188,0,boston,Dorchester,"boston/42.30086437,-71.0722188_0.png"
37,42.30086437,-71.0722188,1,boston,Dorchester,"boston/42.30086437,-71.0722188_1.png"
38,42.30086437,-71.0722188,2,boston,Dorchester,"boston/42.30086437,-71.0722188_2.png"
39,42.30086437,-71.0722188,3,boston,Dorchester,"boston/42.30086437,-71.0722188_3.png"
40,42.30094545,-71.11058371,0,boston,Jamaica Plain,"boston/42.30094545,-71.11058371_0.png"
41,42.30094545,-71.11058371,1,boston,Jamaica Plain,"boston/42.30094545,-71.11058371_1.png"
42,42.30094545,-71.11058371,2,boston,Jamaica Plain,"boston/42.30094545,-71.11058371_2.png"
43,42.30094545,-71.11058371,3,boston,Jamaica Plain,"boston/42.30094545,-71.11058371_3.png"
44,42.3012184,-71.10528659,0,boston,Roxbury,"boston/42.3012184,-71.10528659_0.png"
45,42.3012184,-71.10528659,1,boston,Roxbury,"boston/42.3012184,-71.10528659_1.png"
46,42.3012184,-71.10528659,2,boston,Roxbury,"boston/42.3012184,-71.10528659_2.png"
47,42.3012184,-71.10528659,3,boston,Roxbury,"boston/42.3012184,-71.10528659_3.png"
48,42.30133466,-71.08324989,0,boston,Dorchester,"boston/42.30133466,-71.08324989_0.png"
49,42.30133466,-71.08324989,1,boston,Dorchester,"boston/42.30133466,-71.08324989_1.png"
50,42.30133466,-71.08324989,2,boston,Dorchester,"boston/42.30133466,-71.08324989_2.png"
51,42.30133466,-71.08324989,3,boston,Dorchester,"boston/42.30133466,-71.08324989_3.png"
52,42.30151216,-71.08418071,0,boston,Dorchester,"boston/42.30151216,-71.08418071_0.png"
53,42.30151216,-71.08418071,1,boston,Dorchester,"boston/42.30151216,-71.08418071_1.png"
54,42.30151216,-71.08418071,2,boston,Dorchester,"boston/42.30151216,-71.08418071_2.png"
55,42.30151216,-71.08418071,3,boston,Dorchester,"boston/42.30151216,-71.08418071_3.png"
56,42.30151717,-71.10128583,0,boston,Roxbury,"boston/42.30151717,-71.10128583_0.png"
57,42.30151717,-71.10128583,1,boston,Roxbury,"boston/42.30151717,-71.10128583_1.png"
58,42.30151717,-71.10128583,2,boston,Roxbury,"boston/42.30151717,-71.10128583_2.png"
59,42.30151717,-71.10128583,3,boston,Roxbury,"boston/42.30151717,-71.10128583_3.png"
60,42.30166793,-71.07830779,0,boston,Dorchester,"boston/42.30166793,-71.07830779_0.png"
61,42.30166793,-71.07830779,1,boston,Dorchester,"boston/42.30166793,-71.07830779_1.png"
62,42.30166793,-71.07830779,2,boston,Dorchester,"boston/42.30166793,-71.07830779_2.png"
63,42.30166793,-71.07830779,3,boston,Dorchester,"boston/42.30166793,-71.07830779_3.png"
64,42.30178642,-71.11163488,0,boston,Jamaica Plain,"boston/42.30178642,-71.11163488_0.png"
65,42.30178642,-71.11163488,1,boston,Jamaica Plain,"boston/42.30178642,-71.11163488_1.png"
66,42.30178642,-71.11163488,2,boston,Jamaica Plain,"boston/42.30178642,-71.11163488_2.png"
67,42.30178642,-71.11163488,3,boston,Jamaica Plain,"boston/42.30178642,-71.11163488_3.png"
68,42.30186286,-71.11238553,0,boston,Jamaica Plain,"boston/42.30186286,-71.11238553_0.png"
69,42.30186286,-71.11238553,1,boston,Jamaica Plain,"boston/42.30186286,-71.11238553_1.png"
70,42.30186286,-71.11238553,2,boston,Jamaica Plain,"boston/42.30186286,-71.11238553_2.png"
71,42.30186286,-71.11238553,3,boston,Jamaica Plain,"boston/42.30186286,-71.11238553_3.png"
72,42.30193747,-71.1109061,0,boston,Jamaica Plain,"boston/42.30193747,-71.1109061_0.png"
73,42.30193747,-71.1109061,1,boston,Jamaica Plain,"boston/42.30193747,-71.1109061_1.png"
74,42.30193747,-71.1109061,2,boston,Jamaica Plain,"boston/42.30193747,-71.1109061_2.png"
75,42.30193747,-71.1109061,3,boston,Jamaica Plain,"boston/42.30193747,-71.1109061_3.png"
76,42.30198788,-71.0754589,0,boston,Dorchester,"boston/42.30198788,-71.0754589_0.png"
77,42.30198788,-71.0754589,1,boston,Dorchester,"boston/42.30198788,-71.0754589_1.png"
78,42.30198788,-71.0754589,2,boston,Dorchester,"boston/42.30198788,-71.0754589_2.png"
79,42.30198788,-71.0754589,3,boston,Dorchester,"boston/42.30198788,-71.0754589_3.png"
80,42.30204581,-71.0904608,0,boston,Roxbury,"boston/42.30204581,-71.0904608_0.png"
81,42.30204581,-71.0904608,1,boston,Roxbury,"boston/42.30204581,-71.0904608_1.png"
82,42.30204581,-71.0904608,2,boston,Roxbury,"boston/42.30204581,-71.0904608_2.png"
83,42.30204581,-71.0904608,3,boston,Roxbury,"boston/42.30204581,-71.0904608_3.png"
84,42.30205718,-71.06825729,0,boston,Dorchester,"boston/42.30205718,-71.06825729_0.png"
85,42.30205718,-71.06825729,1,boston,Dorchester,"boston/42.30205718,-71.06825729_1.png"
86,42.30205718,-71.06825729,2,boston,Dorchester,"boston/42.30205718,-71.06825729_2.png"
87,42.30205718,-71.06825729,3,boston,Dorchester,"boston/42.30205718,-71.06825729_3.png"
88,42.30211146,-71.08554469,0,boston,Roxbury,"boston/42.30211146,-71.08554469_0.png"
89,42.30211146,-71.08554469,1,boston,Roxbury,"boston/42.30211146,-71.08554469_1.png"
90,42.30211146,-71.08554469,2,boston,Roxbury,"boston/42.30211146,-71.08554469_2.png"
91,42.30211146,-71.08554469,3,boston,Roxbury,"boston/42.30211146,-71.08554469_3.png"
92,42.30215948,-71.07263562,0,boston,Dorchester,"boston/42.30215948,-71.07263562_0.png"
93,42.30215948,-71.07263562,1,boston,Dorchester,"boston/42.30215948,-71.07263562_1.png"
94,42.30215948,-71.07263562,2,boston,Dorchester,"boston/42.30215948,-71.07263562_2.png"
95,42.30215948,-71.07263562,3,boston,Dorchester,"boston/42.30215948,-71.07263562_3.png"
96,42.30217338,-71.07700915,0,boston,Dorchester,"boston/42.30217338,-71.07700915_0.png"
97,42.30217338,-71.07700915,1,boston,Dorchester,"boston/42.30217338,-71.07700915_1.png"
98,42.30217338,-71.07700915,2,boston,Dorchester,"boston/42.30217338,-71.07700915_2.png"
99,42.30217338,-71.07700915,3,boston,Dorchester,"boston/42.30217338,-71.07700915_3.png"
100,42.30220279,-71.07566432,0,boston,Dorchester,"boston/42.30220279,-71.07566432_0.png"
