,lat,lng,dir,city,label,filename
0,42.298631,-71.0830938769,0,boston,Mount Bowdoin,"boston/42.298631,-71.0830938769_0.png"
1,42.298631,-71.0830938769,1,boston,Mount Bowdoin,"boston/42.298631,-71.0830938769_1.png"
2,42.298631,-71.0830938769,2,boston,Mount Bowdoin,"boston/42.298631,-71.0830938769_2.png"
3,42.298631,-71.0830938769,3,boston,Mount Bowdoin,"boston/42.298631,-71.0830938769_3.png"
4,42.298631,-71.0851235962,0,boston,Mount Bowdoin,"boston/42.298631,-71.0851235962_0.png"
5,42.298631,-71.0851235962,1,boston,Mount Bowdoin,"boston/42.298631,-71.0851235962_1.png"
6,42.298631,-71.0851235962,2,boston,Mount Bowdoin,"boston/42.298631,-71.0851235962_2.png"
7,42.298631,-71.0851235962,3,boston,Mount Bowdoin,"boston/42.298631,-71.0851235962_3.png"
8,42.298631,-71.0871533155,0,boston,Mount Bowdoin,"boston/42.298631,-71.0871533155_0.png"
9,42.298631,-71.0871533155,1,boston,Mount Bowdoin,"boston/42.298631,-71.0871533155_1.png"
10,42.298631,-71.0871533155,2,boston,Mount Bowdoin,"boston/42.298631,-71.0871533155_2.png"
11,42.298631,-71.0871533155,3,boston,Mount Bowdoin,"boston/42.298631,-71.0871533155_3.png"
12,42.298631,-71.0891830348,0,boston,Mount Bowdoin,"boston/42.298631,-71.0891830348_0.png"
13,42.298631,-71.0891830348,1,boston,Mount Bowdoin,"boston/42.298631,-71.0891830348_1.png"
14,42.298631,-71.0891830348,2,boston,Mount Bowdoin,"boston/42.298631,-71.0891830348_2.png"
15,42.298631,-71.0891830348,3,boston,Mount Bowdoin,"boston/42.298631,-71.0891830348_3.png"
16,42.298631,-71.0993316314,0,boston,Forest Hills,"boston/42.298631,-71.0993316314_0.png"
17,42.298631,-71.0993316314,1,boston,Forest Hills,"boston/42.298631,-71.0993316314_1.png"
18,42.298631,-71.0993316314,2,boston,Forest Hills,"boston/42.298631,-71.0993316314_2.png"
19,42.298631,-71.0993316314,3,boston,Forest Hills,"boston/42.298631,-71.0993316314_3.png"
20,42.300131,-71.0729452804,0,boston,Mount Bowdoin,"boston/42.300131,-71.0729452804_0.png"
21,42.300131,-71.0729452804,1,boston,Mount Bowdoin,"boston/42.300131,-71.0729452804_1.png"
22,42.300131,-71.0729452804,2,boston,Mount Bowdoin,"boston/42.300131,-71.0729452804_2.png"
23,42.300131,-71.0729452804,3,boston,Mount Bowdoin,"boston/42.300131,-71.0729452804_3.png"
24,42.300131,-71.0749749997,0,boston,Dorchester Center,"boston/42.300131,-71.0749749997_0.png"
25,42.300131,-71.0749749997,1,boston,Dorchester Center,"boston/42.300131,-71.0749749997_1.png"
26,42.300131,-71.0749749997,2,boston,Dorchester Center,"boston/42.300131,-71.0749749997_2.png"
27,42.300131,-71.0749749997,3,boston,Dorchester Center,"boston/42.300131,-71.0749749997_3.png"
28,42.300131,-71.077004719,0,boston,Mount Bowdoin,"boston/42.300131,-71.077004719_0.png"
29,42.300131,-71.077004719,1,boston,Mount Bowdoin,"boston/42.300131,-71.077004719_1.png"
30,42.300131,-71.077004719,2,boston,Mount Bowdoin,"boston/42.300131,-71.077004719_2.png"
31,42.300131,-71.077004719,3,boston,Mount Bowdoin,"boston/42.300131,-71.077004719_3.png"
32,42.300131,-71.0790344383,0,boston,Mount Bowdoin,"boston/42.300131,-71.0790344383_0.png"
33,42.300131,-71.0790344383,1,boston,Mount Bowdoin,"boston/42.300131,-71.0790344383_1.png"
34,42.300131,-71.0790344383,2,boston,Mount Bowdoin,"boston/42.300131,-71.0790344383_2.png"
35,42.300131,-71.0790344383,3,boston,Mount Bowdoin,"boston/42.300131,-71.0790344383_3.png"
36,42.300131,-71.0810641576,0,boston,Mount Bowdoin,"boston/42.300131,-71.0810641576_0.png"
37,42.300131,-71.0810641576,1,boston,Mount Bowdoin,"boston/42.300131,-71.0810641576_1.png"
38,42.300131,-71.0810641576,2,boston,Mount Bowdoin,"boston/42.300131,-71.0810641576_2.png"
39,42.300131,-71.0810641576,3,boston,Mount Bowdoin,"boston/42.300131,-71.0810641576_3.png"
40,42.300131,-71.0830938769,0,boston,Mount Bowdoin,"boston/42.300131,-71.0830938769_0.png"
41,42.300131,-71.0830938769,1,boston,Mount Bowdoin,"boston/42.300131,-71.0830938769_1.png"
42,42.300131,-71.0830938769,2,boston,Mount Bowdoin,"boston/42.300131,-71.0830938769_2.png"
43,42.300131,-71.0830938769,3,boston,Mount Bowdoin,"boston/42.300131,-71.0830938769_3.png"
44,42.300131,-71.0851235962,0,boston,Mount Bowdoin,"boston/42.300131,-71.0851235962_0.png"
45,42.300131,-71.0851235962,1,boston,Mount Bowdoin,"boston/42.300131,-71.0851235962_1.png"
46,42.300131,-71.0851235962,2,boston,Mount Bowdoin,"boston/42.300131,-71.0851235962_2.png"
47,42.300131,-71.0851235962,3,boston,Mount Bowdoin,"boston/42.300131,-71.0851235962_3.png"
48,42.300131,-71.0871533155,0,boston,Mattapan,"boston/42.300131,-71.0871533155_0.png"
49,42.300131,-71.0871533155,1,boston,Mattapan,"boston/42.300131,-71.0871533155_1.png"
