,lat,lng,dir,city,label,filename
0,41.82320221,-87.66155281,0,chicago,McKinley Park,"chicago/41.82320221,-87.66155281_0.jpg"
1,41.82320221,-87.66155281,1,chicago,McKinley Park,"chicago/41.82320221,-87.66155281_1.jpg"
2,41.82320221,-87.66155281,2,chicago,McKinley Park,"chicago/41.82320221,-87.66155281_2.jpg"
3,41.82320221,-87.66155281,3,chicago,McKinley Park,"chicago/41.82320221,-87.66155281_3.jpg"
4,41.82320359,-87.65952182,0,chicago,McKinley Park,"chicago/41.82320359,-87.65952182_0.jpg"
5,41.82320359,-87.65952182,1,chicago,McKinley Park,"chicago/41.82320359,-87.65952182_1.jpg"
6,41.82320359,-87.65952182,2,chicago,McKinley Park,"chicago/41.82320359,-87.65952182_2.jpg"
7,41.82320359,-87.65952182,3,chicago,McKinley Park,"chicago/41.82320359,-87.65952182_3.jpg"
8,41.82322679,-87.66227787,0,chicago,McKinley Park,"chicago/41.82322679,-87.66227787_0.jpg"
9,41.82322679,-87.66227787,1,chicago,McKinley Park,"chicago/41.82322679,-87.66227787_1.jpg"
10,41.82322679,-87.66227787,2,chicago,McKinley Park,"chicago/41.82322679,-87.66227787_2.jpg"
11,41.82322679,-87.66227787,3,chicago,McKinley Park,"chicago/41.82322679,-87.66227787_3.jpg"
12,41.82353917,-87.66366005,0,chicago,McKinley Park,"chicago/41.82353917,-87.66366005_0.jpg"
13,41.82353917,-87.66366005,1,chicago,McKinley Park,"chicago/41.82353917,-87.66366005_1.jpg"
14,41.82353917,-87.66366005,2,chicago,McKinley Park,"chicago/41.82353917,-87.66366005_2.jpg"
15,41.82353917,-87.66366005,3,chicago,McKinley Park,"chicago/41.82353917,-87.66366005_3.jpg"
16,41.82360434,-87.63901687,0,chicago,Bridgeport,"chicago/41.82360434,-87.63901687_0.jpg"
17,41.82360434,-87.63901687,1,chicago,Bridgeport,"chicago/41.82360434,-87.63901687_1.jpg"
18,41.82360434,-87.63901687,2,chicago,Bridgeport,"chicago/41.82360434,-87.63901687_2.jpg"
19,41.82360434,-87.63901687,3,chicago,Bridgeport,"chicago/41.82360434,-87.63901687_3.jpg"
20,41.82370884,-87.6467041,0,chicago,Bridgeport,"chicago/41.82370884,-87.6467041_0.jpg"
21,41.82370884,-87.6467041,1,chicago,Bridgeport,"chicago/41.82370884,-87.6467041_1.jpg"
22,41.82370884,-87.6467041,2,chicago,Bridgeport,"chicago/41.82370884,-87.6467041_2.jpg"
23,41.82370884,-87.6467041,3,chicago,Bridgeport,"chicago/41.82370884,-87.6467041_3.jpg"
24,41.82371809,-87.6303401,0,chicago,Armour Square,"chicago/41.82371809,-87.6303401_0.jpg"
25,41.82371809,-87.6303401,1,chicago,Armour Square,"chicago/41.82371809,-87.6303401_1.jpg"
26,41.82371809,-87.6303401,2,chicago,Armour Square,"chicago/41.82371809,-87.6303401_2.jpg"
27,41.82371809,-87.6303401,3,chicago,Armour Square,"chicago/41.82371809,-87.6303401_3.jpg"
28,41.82374109,-87.6312023,0,chicago,Armour Square,"chicago/41.82374109,-87.6312023_0.jpg"
29,41.82374109,-87.6312023,1,chicago,Armour Square,"chicago/41.82374109,-87.6312023_1.jpg"
30,41.82374109,-87.6312023,2,chicago,Armour Square,"chicago/41.82374109,-87.6312023_2.jpg"
31,41.82374109,-87.6312023,3,chicago,Armour Square,"chicago/41.82374109,-87.6312023_3.jpg"
32,41.82377426,-87.62740778,0,chicago,Douglas,"chicago/41.82377426,-87.62740778_0.jpg"
33,41.82377426,-87.62740778,1,chicago,Douglas,"chicago/41.82377426,-87.62740778_1.jpg"
34,41.82377426,-87.62740778,2,chicago,Douglas,"chicago/41.82377426,-87.62740778_2.jpg"
