,lat,lng,entropy_mean
0,37.713894,-122.439195111,6.03550277035
1,37.713894,-122.441092635,5.65781633574
2,37.713894,-122.442990159,5.53064614889
3,37.713894,-122.444887684,5.48388641965
4,37.713894,-122.446785208,5.58847555451
5,37.713894,-122.448682732,5.88632215436
6,37.713894,-122.452477781,6.03334910139
7,37.713894,-122.454375306,5.79223864498
8,37.715394,-122.431605013,5.76854728675
9,37.715394,-122.433502537,5.21206443094
10,37.715394,-122.435400062,5.86094408611
11,37.715394,-122.437297586,5.87810070563
12,37.715394,-122.439195111,5.83850136669
13,37.715394,-122.441092635,5.61394747528
14,37.715394,-122.442990159,5.29963981919
15,37.715394,-122.444887684,5.88070069754
16,37.715394,-122.446785208,5.60004329646
17,37.715394,-122.448682732,5.54241198095
18,37.715394,-122.450580257,5.5614438906
19,37.715394,-122.452477781,5.7445656626
20,37.715394,-122.454375306,5.90825738473
21,37.715394,-122.45627283,6.01150129848
22,37.715394,-122.460067879,5.50457186851
23,37.715394,-122.461965403,5.67777242456
24,37.715394,-122.463862927,5.6112913221
25,37.716894,-122.424014916,5.48640021406
26,37.716894,-122.42591244,5.7581403236
27,37.716894,-122.427809964,5.52362067077
28,37.716894,-122.429707489,5.58161273798
29,37.716894,-122.431605013,5.44193291824
30,37.716894,-122.433502537,5.6820748306
31,37.716894,-122.435400062,5.75556456439
32,37.716894,-122.437297586,5.79957364753
33,37.716894,-122.439195111,5.78675779351
34,37.716894,-122.441092635,5.94537254915
35,37.716894,-122.442990159,5.68499614386
36,37.716894,-122.444887684,5.46108145745
37,37.716894,-122.446785208,5.06495507593
38,37.716894,-122.448682732,5.86773907101
39,37.716894,-122.450580257,5.77911986448
40,37.716894,-122.452477781,5.77703078144
41,37.716894,-122.454375306,5.60897716597
42,37.716894,-122.45627283,5.56493970126
43,37.716894,-122.458170354,5.9111517234
44,37.716894,-122.460067879,5.6229009998
45,37.716894,-122.461965403,5.59636257122
46,37.716894,-122.463862927,5.74567219969
47,37.716894,-122.465760452,5.8941038419
48,37.716894,-122.467657976,5.74871870628
49,37.716894,-122.469555501,5.77106483575
50,37.718394,-122.422117391,5.76979656637
51,37.718394,-122.42591244,5.96538916858
52,37.718394,-122.427809964,5.70955442035
53,37.718394,-122.429707489,5.68143387828
54,37.718394,-122.431605013,5.73368289426
55,37.718394,-122.433502537,5.85014069087
56,37.718394,-122.435400062,5.75960644573
57,37.718394,-122.437297586,6.07059219506
58,37.718394,-122.439195111,4.85454635505
59,37.718394,-122.441092635,5.44580146167
60,37.718394,-122.442990159,5.74990353063
61,37.718394,-122.444887684,5.96476106604
62,37.718394,-122.446785208,5.52690211279
63,37.718394,-122.448682732,5.94813725591
64,37.718394,-122.450580257,5.48419575985
65,37.718394,-122.452477781,5.38665198134
66,37.718394,-122.454375306,5.20614741085
67,37.718394,-122.45627283,5.40221141516
68,37.718394,-122.458170354,5.73769829464
69,37.718394,-122.460067879,5.91343471782
70,37.718394,-122.461965403,5.60400268741
71,37.718394,-122.463862927,5.65932640395
72,37.718394,-122.465760452,5.79113368305
73,37.718394,-122.467657976,5.75873207277
74,37.718394,-122.469555501,5.61225294189
75,37.718394,-122.471453025,5.65967870004
76,37.718394,-122.473350549,5.96273729986
77,37.718394,-122.475248074,5.89793958475
78,37.719894,-122.422117391,6.00469138341
79,37.719894,-122.424014916,6.36582920947
80,37.719894,-122.42591244,5.5564785971
81,37.719894,-122.427809964,5.86046070506
82,37.719894,-122.429707489,5.52867287451
83,37.719894,-122.431605013,5.99073088857
84,37.719894,-122.433502537,5.5581915353
85,37.719894,-122.435400062,6.15291256607
86,37.719894,-122.437297586,5.66463972004
87,37.719894,-122.439195111,5.82417044179
88,37.719894,-122.441092635,5.44968033333
89,37.719894,-122.442990159,6.02769944936
90,37.719894,-122.444887684,5.46908155328
91,37.719894,-122.446785208,5.80815635775
92,37.719894,-122.448682732,5.33027255483
93,37.719894,-122.450580257,5.84134178207
94,37.719894,-122.452477781,5.46606003443
95,37.719894,-122.454375306,5.13399666709
96,37.719894,-122.45627283,5.48750069448
97,37.719894,-122.458170354,5.0139731742
98,37.719894,-122.460067879,5.40066759797
99,37.719894,-122.461965403,4.9879436346
100,37.719894,-122.463862927,5.71881662137
101,37.719894,-122.465760452,5.57950589431
102,37.719894,-122.467657976,5.50280237569
103,37.719894,-122.469555501,5.789943312
104,37.719894,-122.471453025,5.48697181939
105,37.719894,-122.473350549,5.98098513767
106,37.719894,-122.475248074,5.7579191449
107,37.719894,-122.477145598,5.46314042393
108,37.719894,-122.479043122,5.47063220753
109,37.721394,-122.416424818,5.5755434416
110,37.721394,-122.424014916,5.91114650897
111,37.721394,-122.42591244,5.4770476288
112,37.721394,-122.427809964,5.7858922154
113,37.721394,-122.429707489,5.64748252576
114,37.721394,-122.431605013,5.53178701917
115,37.721394,-122.433502537,5.77309082137
116,37.721394,-122.435400062,5.89029874154
117,37.721394,-122.437297586,5.97768563739
118,37.721394,-122.439195111,5.58958347966
119,37.721394,-122.444887684,5.60419661533
120,37.721394,-122.448682732,5.51331555713
121,37.721394,-122.450580257,5.55435793347
122,37.721394,-122.452477781,5.71612645029
123,37.721394,-122.454375306,5.59947768809
124,37.721394,-122.45627283,5.96861611208
125,37.721394,-122.458170354,5.61875773835
126,37.721394,-122.460067879,5.79330318683
127,37.721394,-122.461965403,5.89005139807
128,37.721394,-122.463862927,5.59974859918
129,37.721394,-122.465760452,5.82265881485
130,37.721394,-122.467657976,5.97201551296
131,37.721394,-122.469555501,6.00120899067
132,37.721394,-122.471453025,5.97868418743
133,37.721394,-122.473350549,5.92692227047
134,37.721394,-122.475248074,5.84654465076
135,37.721394,-122.477145598,5.19885765347
136,37.721394,-122.479043122,5.29023950998
137,37.721394,-122.480940647,5.34152109001
138,37.721394,-122.482838171,5.64597138787
139,37.722894,-122.408834721,5.43704037245
140,37.722894,-122.410732245,5.45971291136
141,37.722894,-122.412629769,5.76685806921
142,37.722894,-122.414527294,5.88494113544
143,37.722894,-122.416424818,5.6734358615
144,37.722894,-122.418322342,5.94433395033
145,37.722894,-122.42591244,5.47580725329
146,37.722894,-122.427809964,5.47820722925
147,37.722894,-122.429707489,5.799919526
148,37.722894,-122.431605013,5.53632060012
149,37.722894,-122.433502537,5.76655136213
150,37.722894,-122.435400062,5.77728170436
151,37.722894,-122.437297586,4.96296563435
152,37.722894,-122.439195111,5.86182066457
153,37.722894,-122.441092635,5.3490247005
154,37.722894,-122.442990159,5.93352015964
155,37.722894,-122.444887684,5.98152712837
156,37.722894,-122.446785208,5.73887470969
157,37.722894,-122.448682732,5.44258562631
158,37.722894,-122.450580257,5.44403967211
159,37.722894,-122.452477781,5.97046020372
160,37.722894,-122.454375306,5.75085904379
161,37.722894,-122.45627283,5.7521851764
162,37.722894,-122.458170354,5.78507917655
163,37.722894,-122.460067879,5.67293833513
164,37.722894,-122.461965403,5.58898287167
165,37.722894,-122.463862927,5.37579189984
166,37.722894,-122.465760452,6.19406706446
167,37.722894,-122.467657976,5.75816142846
168,37.722894,-122.469555501,5.78787254926
169,37.722894,-122.471453025,5.73653288931
170,37.722894,-122.473350549,5.84740167424
171,37.722894,-122.475248074,5.55704583344
172,37.722894,-122.477145598,5.54703043663
173,37.722894,-122.479043122,5.46081222136
174,37.722894,-122.480940647,4.65178547456
175,37.722894,-122.482838171,5.8029970348
176,37.722894,-122.484735696,5.98900989666
177,37.724394,-122.406937196,5.70674146864
178,37.724394,-122.408834721,5.76262850778
179,37.724394,-122.412629769,5.40545062334
180,37.724394,-122.414527294,5.22183128961
181,37.724394,-122.416424818,5.15834742334
182,37.724394,-122.418322342,5.73495878947
183,37.724394,-122.420219867,5.37641572661
184,37.724394,-122.422117391,5.35706444248
185,37.724394,-122.424014916,5.42150680936
186,37.724394,-122.42591244,5.70855431215
187,37.724394,-122.427809964,5.76894097913
188,37.724394,-122.429707489,5.95907354381
189,37.724394,-122.431605013,5.77020678789
190,37.724394,-122.433502537,5.42385317136
191,37.724394,-122.435400062,5.59852200929
192,37.724394,-122.437297586,5.78301666972
193,37.724394,-122.439195111,5.67355752401
194,37.724394,-122.441092635,5.3941581124
195,37.724394,-122.442990159,5.40078727374
196,37.724394,-122.446785208,5.81692090053
197,37.724394,-122.448682732,5.38914883433
198,37.724394,-122.450580257,5.92612191958
199,37.724394,-122.452477781,5.89527819353
200,37.724394,-122.45627283,5.73713292893
201,37.724394,-122.458170354,6.08958994433
202,37.724394,-122.460067879,5.64568558919
203,37.724394,-122.461965403,5.72791793485
204,37.724394,-122.463862927,6.22951802942
205,37.724394,-122.465760452,6.1640030364
206,37.724394,-122.467657976,6.1033078893
207,37.724394,-122.469555501,5.82790108526
208,37.724394,-122.471453025,5.85829262469
209,37.724394,-122.473350549,5.76031774673
210,37.724394,-122.475248074,6.07586856797
211,37.724394,-122.477145598,6.14608985133
212,37.724394,-122.479043122,5.37664606856
213,37.724394,-122.480940647,5.43919523657
214,37.724394,-122.482838171,5.92416322429
215,37.724394,-122.484735696,5.18183819268
216,37.725894,-122.405039672,5.49867500137
217,37.725894,-122.406937196,5.47136301802
218,37.725894,-122.408834721,5.48761642934
219,37.725894,-122.410732245,5.51497919386
220,37.725894,-122.416424818,5.52035571688
221,37.725894,-122.418322342,5.5244435468
222,37.725894,-122.420219867,5.44552523271
223,37.725894,-122.422117391,5.57777768156
224,37.725894,-122.424014916,5.16778587004
225,37.725894,-122.42591244,5.53408644646
226,37.725894,-122.427809964,5.70248268903
227,37.725894,-122.429707489,5.44555104073
228,37.725894,-122.431605013,5.70762138966
229,37.725894,-122.435400062,5.73811200245
230,37.725894,-122.437297586,5.88943091617
231,37.725894,-122.439195111,5.74390361553
232,37.725894,-122.441092635,5.90971127955
233,37.725894,-122.442990159,5.81560168737
234,37.725894,-122.446785208,5.29703593283
235,37.725894,-122.452477781,6.21593097102
236,37.725894,-122.45627283,5.61777430107
237,37.725894,-122.458170354,6.05734097923
238,37.725894,-122.460067879,6.10492147005
239,37.725894,-122.463862927,5.45969182372
240,37.725894,-122.467657976,5.97021708796
