,lat,lng,dir,city,label,filename
0,37.71359359,-122.4436024,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71359359,-122.4436024_0.jpg"
1,37.71359359,-122.4436024,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71359359,-122.4436024_1.jpg"
2,37.71359359,-122.4436024,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71359359,-122.4436024_2.jpg"
3,37.71359359,-122.4436024,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71359359,-122.4436024_3.jpg"
4,37.71374387,-122.4500322,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71374387,-122.4500322_0.jpg"
5,37.71374387,-122.4500322,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71374387,-122.4500322_1.jpg"
6,37.71374387,-122.4500322,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71374387,-122.4500322_2.jpg"
7,37.71374387,-122.4500322,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71374387,-122.4500322_3.jpg"
8,37.71375797,-122.4549657,0,sanfrancisco,Ocean View,"sanfrancisco/37.71375797,-122.4549657_0.jpg"
9,37.71375797,-122.4549657,1,sanfrancisco,Ocean View,"sanfrancisco/37.71375797,-122.4549657_1.jpg"
10,37.71375797,-122.4549657,2,sanfrancisco,Ocean View,"sanfrancisco/37.71375797,-122.4549657_2.jpg"
11,37.71375797,-122.4549657,3,sanfrancisco,Ocean View,"sanfrancisco/37.71375797,-122.4549657_3.jpg"
12,37.71381743,-122.4559002,0,sanfrancisco,Ocean View,"sanfrancisco/37.71381743,-122.4559002_0.jpg"
13,37.71381743,-122.4559002,1,sanfrancisco,Ocean View,"sanfrancisco/37.71381743,-122.4559002_1.jpg"
14,37.71381743,-122.4559002,2,sanfrancisco,Ocean View,"sanfrancisco/37.71381743,-122.4559002_2.jpg"
15,37.71381743,-122.4559002,3,sanfrancisco,Ocean View,"sanfrancisco/37.71381743,-122.4559002_3.jpg"
16,37.71384215,-122.4555992,0,sanfrancisco,Ocean View,"sanfrancisco/37.71384215,-122.4555992_0.jpg"
17,37.71384215,-122.4555992,1,sanfrancisco,Ocean View,"sanfrancisco/37.71384215,-122.4555992_1.jpg"
18,37.71384215,-122.4555992,2,sanfrancisco,Ocean View,"sanfrancisco/37.71384215,-122.4555992_2.jpg"
19,37.71384215,-122.4555992,3,sanfrancisco,Ocean View,"sanfrancisco/37.71384215,-122.4555992_3.jpg"
20,37.71389134,-122.4566985,0,sanfrancisco,Ocean View,"sanfrancisco/37.71389134,-122.4566985_0.jpg"
21,37.71389134,-122.4566985,1,sanfrancisco,Ocean View,"sanfrancisco/37.71389134,-122.4566985_1.jpg"
22,37.71389134,-122.4566985,2,sanfrancisco,Ocean View,"sanfrancisco/37.71389134,-122.4566985_2.jpg"
23,37.71389134,-122.4566985,3,sanfrancisco,Ocean View,"sanfrancisco/37.71389134,-122.4566985_3.jpg"
24,37.71395523,-122.4532697,0,sanfrancisco,Ocean View,"sanfrancisco/37.71395523,-122.4532697_0.jpg"
25,37.71395523,-122.4532697,1,sanfrancisco,Ocean View,"sanfrancisco/37.71395523,-122.4532697_1.jpg"
26,37.71395523,-122.4532697,2,sanfrancisco,Ocean View,"sanfrancisco/37.71395523,-122.4532697_2.jpg"
27,37.71395523,-122.4532697,3,sanfrancisco,Ocean View,"sanfrancisco/37.71395523,-122.4532697_3.jpg"
28,37.71433197,-122.4470328,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71433197,-122.4470328_0.jpg"
29,37.71433197,-122.4470328,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71433197,-122.4470328_1.jpg"
30,37.71433197,-122.4470328,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71433197,-122.4470328_2.jpg"
31,37.71433197,-122.4470328,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71433197,-122.4470328_3.jpg"
32,37.71442124,-122.4571487,0,sanfrancisco,Ocean View,"sanfrancisco/37.71442124,-122.4571487_0.jpg"
33,37.71442124,-122.4571487,1,sanfrancisco,Ocean View,"sanfrancisco/37.71442124,-122.4571487_1.jpg"
34,37.71442124,-122.4571487,2,sanfrancisco,Ocean View,"sanfrancisco/37.71442124,-122.4571487_2.jpg"
35,37.71442124,-122.4571487,3,sanfrancisco,Ocean View,"sanfrancisco/37.71442124,-122.4571487_3.jpg"
36,37.71444224,-122.4481382,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71444224,-122.4481382_0.jpg"
37,37.71444224,-122.4481382,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71444224,-122.4481382_1.jpg"
38,37.71444224,-122.4481382,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71444224,-122.4481382_2.jpg"
39,37.71444224,-122.4481382,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71444224,-122.4481382_3.jpg"
40,37.71445552,-122.4442668,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71445552,-122.4442668_0.jpg"
41,37.71445552,-122.4442668,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71445552,-122.4442668_1.jpg"
42,37.71445552,-122.4442668,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71445552,-122.4442668_2.jpg"
43,37.71445552,-122.4442668,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71445552,-122.4442668_3.jpg"
44,37.71446583,-122.4442618,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71446583,-122.4442618_0.jpg"
45,37.71446583,-122.4442618,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71446583,-122.4442618_1.jpg"
46,37.71446583,-122.4442618,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71446583,-122.4442618_2.jpg"
47,37.71446583,-122.4442618,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71446583,-122.4442618_3.jpg"
48,37.71447678,-122.4464396,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71447678,-122.4464396_0.jpg"
49,37.71447678,-122.4464396,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71447678,-122.4464396_1.jpg"
50,37.71447678,-122.4464396,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71447678,-122.4464396_2.jpg"
51,37.71447678,-122.4464396,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71447678,-122.4464396_3.jpg"
52,37.71448486,-122.4592548,0,sanfrancisco,Ocean View,"sanfrancisco/37.71448486,-122.4592548_0.jpg"
53,37.71448486,-122.4592548,1,sanfrancisco,Ocean View,"sanfrancisco/37.71448486,-122.4592548_1.jpg"
54,37.71448486,-122.4592548,2,sanfrancisco,Ocean View,"sanfrancisco/37.71448486,-122.4592548_2.jpg"
55,37.71448486,-122.4592548,3,sanfrancisco,Ocean View,"sanfrancisco/37.71448486,-122.4592548_3.jpg"
56,37.71450973,-122.4509993,0,sanfrancisco,Outer Mission,"sanfrancisco/37.71450973,-122.4509993_0.jpg"
57,37.71450973,-122.4509993,1,sanfrancisco,Outer Mission,"sanfrancisco/37.71450973,-122.4509993_1.jpg"
58,37.71450973,-122.4509993,2,sanfrancisco,Outer Mission,"sanfrancisco/37.71450973,-122.4509993_2.jpg"
59,37.71450973,-122.4509993,3,sanfrancisco,Outer Mission,"sanfrancisco/37.71450973,-122.4509993_3.jpg"
60,37.71460691,-122.4360895,0,sanfrancisco,Excelsior,"sanfrancisco/37.71460691,-122.4360895_0.jpg"
61,37.71460691,-122.4360895,1,sanfrancisco,Excelsior,"sanfrancisco/37.71460691,-122.4360895_1.jpg"
62,37.71460691,-122.4360895,2,sanfrancisco,Excelsior,"sanfrancisco/37.71460691,-122.4360895_2.jpg"
63,37.71460691,-122.4360895,3,sanfrancisco,Excelsior,"sanfrancisco/37.71460691,-122.4360895_3.jpg"
64,37.71468763,-122.4557627,0,sanfrancisco,Ocean View,"sanfrancisco/37.71468763,-122.4557627_0.jpg"
65,37.71468763,-122.4557627,1,sanfrancisco,Ocean View,"sanfrancisco/37.71468763,-122.4557627_1.jpg"
66,37.71468763,-122.4557627,2,sanfrancisco,Ocean View,"sanfrancisco/37.71468763,-122.4557627_2.jpg"
67,37.71468763,-122.4557627,3,sanfrancisco,Ocean View,"sanfrancisco/37.71468763,-122.4557627_3.jpg"
68,37.71471439,-122.4561479,0,sanfrancisco,Ocean View,"sanfrancisco/37.71471439,-122.4561479_0.jpg"
69,37.71471439,-122.4561479,1,sanfrancisco,Ocean View,"sanfrancisco/37.71471439,-122.4561479_1.jpg"
70,37.71471439,-122.4561479,2,sanfrancisco,Ocean View,"sanfrancisco/37.71471439,-122.4561479_2.jpg"
71,37.71471439,-122.4561479,3,sanfrancisco,Ocean View,"sanfrancisco/37.71471439,-122.4561479_3.jpg"
